i,v
6631,3.1786366948235703e-07
13694,3.1778380423876854e-07
281162,3.1730461277723734e-07
423378,3.17104949668266e-07
428250,3.169052865592947e-07
466326,3.165858255849405e-07
439051,3.1598683625802653e-07
4877,3.1574724052726096e-07
18407,3.154677121747011e-07
367639,3.1470899236061e-07
339600,3.140700704119018e-07
267841,3.137106768157534e-07
400616,3.13351283219605e-07
224525,3.1303182224525086e-07
289410,3.129519570016623e-07
3621,3.1291202437986807e-07
525357,3.126724286491025e-07
289113,3.1247276554013117e-07
483365,3.1247276554013117e-07
326147,3.1199357407859997e-07
7212,3.1163418048245156e-07
2163,3.1051606707221213e-07
426178,3.101566734760637e-07
385469,3.093580210401784e-07
229621,3.0863923384788163e-07
287867,3.08399638117116e-07
296241,3.0835970549532176e-07
339513,3.081999750081447e-07
293002,3.07640918303025e-07
299247,3.071617268414938e-07
269515,3.063231417838142e-07
424315,3.0508523050819197e-07
585995,3.047657695338378e-07
525262,3.0452617380307223e-07
336594,3.0448624118127793e-07
434561,3.0436644331589515e-07
448613,3.042067128287181e-07
280603,3.0356779088000983e-07
415258,3.0312853204027293e-07
16600,3.029288689313016e-07
4378,3.027292058223303e-07
333414,3.0248961009156465e-07
424829,3.0145136192491377e-07
270228,3.0121176619414814e-07
507996,3.002134506492915e-07
410843,2.997342591877603e-07
435716,2.9949466345699473e-07
417059,2.9945473083520043e-07
420045,2.9885574150828645e-07
597941,2.985762131557266e-07
315768,2.9825675218137246e-07
467312,2.981768869377839e-07
247496,2.981369543159897e-07
333868,2.981369543159897e-07
438168,2.9781749334163556e-07
317528,2.9757789761086993e-07
334656,2.968990430403674e-07
401556,2.968990430403674e-07
422225,2.9681917779677887e-07
249232,2.967393125531904e-07
440148,2.963399863352477e-07
392480,2.9606045798268785e-07
261625,2.9546146865577387e-07
498083,2.9510207505962545e-07
405729,2.948624793288599e-07
335459,2.939040964057975e-07
466111,2.939040964057975e-07
445796,2.9370443329682616e-07
480609,2.915081390981415e-07
296280,2.9042995830969636e-07
293760,2.9039002568790206e-07
404849,2.901504299571365e-07
338853,2.901504299571365e-07
20931,2.8923197965586834e-07
428157,2.8911218179048555e-07
242661,2.890722491686913e-07
231402,2.885531250853658e-07
242417,2.8843332721998303e-07
16618,2.8803400100204037e-07
511632,2.87674607405892e-07
502568,2.8751487691871493e-07
398825,2.863967635084755e-07
223778,2.8607730253412133e-07
322512,2.853984479636188e-07
322615,2.842803345533794e-07
379089,2.8348168211749407e-07
347244,2.8312228852134565e-07
420576,2.829625580341686e-07
382645,2.829625580341686e-07
518780,2.82722962303403e-07
196444,2.8252329919443167e-07
323063,2.8236356870725464e-07
397392,2.814451184059865e-07
416299,2.8108572480983813e-07
334811,2.806863985918954e-07
323934,2.8044680286112984e-07
321806,2.804068702393356e-07
19253,2.803669376175413e-07
376455,2.7952835255986175e-07
309710,2.7948841993806745e-07
302319,2.788095653675649e-07
369922,2.787696327457707e-07
498324,2.7856996963679935e-07
499906,2.785300370150051e-07
16601,2.7845017177141656e-07
491365,2.7841023914962227e-07
284679,2.781307107970624e-07
343971,2.778112498227083e-07
281893,2.776914519573255e-07
249121,2.772122604957943e-07
705662,2.767330690342631e-07
478104,2.7645354068170323e-07
262679,2.759743492201721e-07
20701,2.75814618732995e-07
291307,2.7561495562402367e-07
510199,2.7537535989325804e-07
275862,2.7481630318813836e-07
10066,2.7465657270096127e-07
286497,2.745367748355785e-07
448920,2.7449684221378424e-07
378275,2.7421731386122437e-07
287505,2.741773812394301e-07
390510,2.7413744861763583e-07
507219,2.7397771813045875e-07
288654,2.738179876432817e-07
285621,2.737780550214874e-07
658756,2.736183245343104e-07
10311,2.7353845929072185e-07
421955,2.7341866142533906e-07
326613,2.733387961817505e-07
390737,2.7321899831636773e-07
8425,2.730992004509849e-07
508049,2.7293946996380786e-07
267767,2.728596047202193e-07
332316,2.7273980685483653e-07
415400,2.725002111240709e-07
339949,2.717414913099799e-07
354220,2.717414913099799e-07
508409,2.712622998484487e-07
283115,2.711025693612716e-07
16608,2.7058344527794617e-07
216993,2.7006432119462067e-07
346798,2.699445233292379e-07
18723,2.697049275984723e-07
336567,2.6930560138052966e-07
312016,2.6910593827155833e-07
419660,2.6894620778438124e-07
573332,2.6834721845746726e-07
2210,2.6802775748311314e-07
269522,2.677881617523475e-07
510282,2.6754856602158195e-07
288391,2.673489029126106e-07
340123,2.673089702908163e-07
282725,2.6718917242543353e-07
437263,2.662307895023712e-07
768884,2.661908568805769e-07
244798,2.6535227182289734e-07
323433,2.652324739575145e-07
461560,2.644737541434235e-07
361731,2.6435395627804064e-07
406993,2.6435395627804064e-07
445562,2.6411436054727507e-07
14919,2.639945626818923e-07
429886,2.63954630060098e-07
396236,2.6391469743830374e-07
478492,2.6379489957292095e-07
395500,2.6375496695112666e-07
349986,2.6355530384215533e-07
343393,2.6355530384215533e-07
409436,2.633955733549783e-07
335969,2.63355640733184e-07
493256,2.6315597762421267e-07
318908,2.6299624713703564e-07
14150,2.6223752732294457e-07
498333,2.6191806634859046e-07
321986,2.614788075088535e-07
239828,2.604405593422026e-07
380136,2.600811657460542e-07
12915,2.59002984957609e-07
246905,2.585637261178721e-07
315676,2.584838608742836e-07
449228,2.583640630089008e-07
460585,2.5816439989992947e-07
229358,2.5792480416916384e-07
18471,2.574056800858384e-07
341389,2.5720601697686707e-07
415368,2.5712615173327853e-07
411120,2.5696642124610144e-07
445210,2.5696642124610144e-07
361898,2.5652716240636454e-07
488610,2.5624763405380467e-07
278653,2.560879035666276e-07
296887,2.5560871210509644e-07
319055,2.5512952064356525e-07
377497,2.5477012704741683e-07
502524,2.542110703422971e-07
319673,2.540912724769143e-07
234796,2.539315419897372e-07
292896,2.5369194625897165e-07
306666,2.534124179064118e-07
381100,2.529731590666749e-07
315947,2.529731590666749e-07
378462,2.529731590666749e-07
328883,2.529731590666749e-07
296125,2.528134285794978e-07
9135,2.5241410236155514e-07
245681,2.5217450663078957e-07
5498,2.5197484352181824e-07
382803,2.517352477910526e-07
276506,2.5165538254746407e-07
704446,2.5085673011157876e-07
431541,2.507768648679902e-07
324790,2.4981848194492787e-07
283056,2.494990209705737e-07
376134,2.494191557269852e-07
218369,2.494191557269852e-07
262938,2.491795599962196e-07
404373,2.4882016640007123e-07
644823,2.487003685346884e-07
7933,2.4830104231674574e-07
462982,2.482611096949515e-07
602,2.481413118295687e-07
379901,2.4782185085521454e-07
268266,2.4782185085521454e-07
385336,2.477819182334203e-07
395008,2.4770205298983175e-07
217617,2.4758225512444896e-07
224604,2.4738259201547764e-07
409912,2.473426593936834e-07
508738,2.473027267718891e-07
295349,2.47142996284712e-07
9218,2.4662387220138657e-07
429994,2.460648154962669e-07
288579,2.4566548927832417e-07
423068,2.4546582616935284e-07
404727,2.4546582616935284e-07
11999,2.4538596092576435e-07
422480,2.4534602830397006e-07
265749,2.4522623043858727e-07
270483,2.4514636519499873e-07
426373,2.4474703897705607e-07
191976,2.4426784751552487e-07
416470,2.4410811702834784e-07
306075,2.4358899294502235e-07
364883,2.4358899294502235e-07
281664,2.433493972142568e-07
260050,2.4326953197066823e-07
12921,2.425906774001657e-07
417063,2.4251081215657716e-07
417971,2.424309469129887e-07
3702,2.4235108166940013e-07
11289,2.414725639899263e-07
288141,2.41432631368132e-07
477741,2.4115310301557216e-07
308736,2.4115310301557216e-07
494652,2.410732377719836e-07
21473,2.405141810668639e-07
17144,2.4047424844506964e-07
505675,2.4043431582327534e-07
482887,2.4031451795789255e-07
395083,2.4015478747071547e-07
16655,2.399151917399499e-07
273429,2.3983532649636135e-07
374386,2.3963566338739e-07
786624,2.395957307655958e-07
392030,2.395957307655958e-07
15716,2.395957307655958e-07
427453,2.394360002784187e-07
445127,2.389967414386818e-07
12518,2.3891687619509326e-07
228979,2.3751923443229393e-07
411769,2.370001103489685e-07
390448,2.365209188874373e-07
253424,2.3632125577846596e-07
441701,2.3620145791308315e-07
274908,2.3608166004770036e-07
377111,2.3564240120796344e-07
248611,2.355625359643749e-07
419861,2.3548267072078638e-07
256500,2.3528300761181505e-07
381793,2.3504341188104945e-07
301385,2.3484374877207812e-07
281144,2.346440856631068e-07
270684,2.3452428779772398e-07
264487,2.3424475944516414e-07
374083,2.3384543322722148e-07
307705,2.3328637652210174e-07
378422,2.3328637652210174e-07
2417,2.3304678079133614e-07
14415,2.3248772408621643e-07
314176,2.3232799359903937e-07
543988,2.3232799359903937e-07
427563,2.321682631118623e-07
12502,2.3212833049006804e-07
431286,2.3200853262468523e-07
15224,2.3192866738109671e-07
406118,2.315692737849483e-07
419350,2.313296780541827e-07
498257,2.312498128105942e-07
436257,2.3105014970162286e-07
18162,2.308904192144458e-07
246847,2.304112277529146e-07
397342,2.3037129513112033e-07
340936,2.2981223842600062e-07
514857,2.296125753170293e-07
333368,2.293729795862637e-07
435125,2.2893372074652676e-07
329190,2.2885385550293822e-07
474326,2.2877399025934968e-07
505108,2.2845452928499557e-07
326271,2.282947987978185e-07
511237,2.2785553995808158e-07
