i,v
459213,6.944282930022851e-08
373933,6.944282930022851e-08
18384,6.928309881305144e-08
3307,6.928309881305144e-08
290744,6.924316619125718e-08
433826,6.924316619125718e-08
490769,6.920323356946291e-08
370988,6.920323356946291e-08
18518,6.920323356946291e-08
327209,6.920323356946291e-08
16936,6.916330094766864e-08
421962,6.916330094766864e-08
330563,6.912336832587438e-08
461745,6.912336832587438e-08
342202,6.908343570408011e-08
503645,6.904350308228585e-08
403461,6.904350308228585e-08
525467,6.904350308228585e-08
20649,6.892370521690305e-08
492830,6.892370521690305e-08
225,6.884383997331451e-08
390579,6.884383997331451e-08
317163,6.880390735152025e-08
11287,6.876397472972598e-08
409059,6.876397472972598e-08
415089,6.872404210793172e-08
384031,6.868410948613745e-08
300271,6.868410948613745e-08
340132,6.868410948613745e-08
312514,6.868410948613745e-08
498199,6.860424424254893e-08
370108,6.860424424254893e-08
319807,6.856431162075465e-08
406923,6.852437899896038e-08
250664,6.848444637716613e-08
526510,6.848444637716613e-08
194005,6.836464851178333e-08
443108,6.832471588998906e-08
284324,6.820491802460627e-08
270219,6.8164985402812e-08
368412,6.8164985402812e-08
790154,6.812505278101773e-08
13861,6.808512015922347e-08
200530,6.808512015922347e-08
385507,6.808512015922347e-08
421851,6.79253896720464e-08
405337,6.79253896720464e-08
397668,6.788545705025214e-08
667130,6.788545705025214e-08
268241,6.788545705025214e-08
350429,6.788545705025214e-08
351103,6.788545705025214e-08
448944,6.78055918066636e-08
528,6.764586131948654e-08
349286,6.764586131948654e-08
445903,6.764586131948654e-08
617,6.756599607589801e-08
318847,6.752606345410374e-08
421080,6.736633296692667e-08
335477,6.736633296692667e-08
428412,6.736633296692667e-08
13906,6.732640034513241e-08
349816,6.732640034513241e-08
310292,6.732640034513241e-08
507681,6.728646772333814e-08
306668,6.728646772333814e-08
292858,6.728646772333814e-08
4905,6.724653510154389e-08
417884,6.712673723616109e-08
443825,6.704687199257254e-08
360982,6.700693937077829e-08
314464,6.696700674898402e-08
511846,6.684720888360122e-08
385830,6.680727626180696e-08
306406,6.664754577462989e-08
306438,6.660761315283563e-08
497859,6.660761315283563e-08
317980,6.656768053104136e-08
307736,6.648781528745283e-08
306729,6.648781528745283e-08
385303,6.644788266565856e-08
14584,6.636801742207003e-08
429336,6.636801742207003e-08
469678,6.636801742207003e-08
509217,6.636801742207003e-08
304465,6.632808480027576e-08
410571,6.632808480027576e-08
490671,6.62881521784815e-08
499802,6.624821955668723e-08
458503,6.620828693489296e-08
443910,6.620828693489296e-08
517057,6.612842169130443e-08
429107,6.608848906951016e-08
333799,6.608848906951016e-08
201043,6.608848906951016e-08
435072,6.608848906951016e-08
315181,6.608848906951016e-08
611645,6.60485564477159e-08
509195,6.60485564477159e-08
405861,6.600862382592163e-08
503701,6.600862382592163e-08
366041,6.588882596053883e-08
379435,6.588882596053883e-08
205622,6.58089607169503e-08
447765,6.572909547336177e-08
428352,6.56891628515675e-08
498963,6.560929760797898e-08
415898,6.55693649861847e-08
17855,6.552943236439045e-08
434338,6.54495671208019e-08
511625,6.54495671208019e-08
339529,6.540963449900765e-08
505772,6.536970187721338e-08
452775,6.532976925541912e-08
511972,6.528983663362485e-08
333465,6.524990401183058e-08
434417,6.513010614644778e-08
427780,6.509017352465352e-08
14970,6.505024090285925e-08
444156,6.505024090285925e-08
788794,6.501030828106499e-08
400486,6.497037565927072e-08
385766,6.493044303747645e-08
199989,6.493044303747645e-08
242433,6.489051041568219e-08
244872,6.481064517209365e-08
509080,6.477071255029939e-08
321850,6.469084730671086e-08
211186,6.465091468491659e-08
407247,6.465091468491659e-08
518694,6.461098206312232e-08
426994,6.461098206312232e-08
1768,6.457104944132806e-08
338246,6.457104944132806e-08
503862,6.453111681953379e-08
395215,6.445125157594526e-08
335383,6.441131895415099e-08
523720,6.441131895415099e-08
269643,6.425158846697394e-08
511043,6.41717232233854e-08
509648,6.41717232233854e-08
298541,6.409185797979686e-08
454819,6.409185797979686e-08
230091,6.405192535800261e-08
542710,6.405192535800261e-08
8743,6.405192535800261e-08
193174,6.401199273620834e-08
420915,6.401199273620834e-08
502935,6.401199273620834e-08
362396,6.397206011441407e-08
439718,6.393212749261981e-08
15884,6.393212749261981e-08
20646,6.389219487082554e-08
408192,6.389219487082554e-08
424033,6.385226224903128e-08
310953,6.381232962723701e-08
548336,6.373246438364848e-08
252469,6.373246438364848e-08
322682,6.369253176185421e-08
422367,6.369253176185421e-08
443590,6.369253176185421e-08
501767,6.365259914005994e-08
20147,6.361266651826568e-08
434985,6.357273389647141e-08
298915,6.357273389647141e-08
315785,6.349286865288288e-08
518979,6.349286865288288e-08
309567,6.349286865288288e-08
502453,6.345293603108861e-08
13121,6.341300340929435e-08
263619,6.341300340929435e-08
376360,6.341300340929435e-08
386770,6.333313816570581e-08
403500,6.329320554391155e-08
330133,6.329320554391155e-08
429061,6.321334030032302e-08
199814,6.317340767852875e-08
243510,6.313347505673448e-08
389378,6.309354243494022e-08
15211,6.309354243494022e-08
416338,6.309354243494022e-08
431613,6.301367719135168e-08
260433,6.297374456955742e-08
502399,6.293381194776315e-08
427715,6.285394670417462e-08
526645,6.285394670417462e-08
364589,6.285394670417462e-08
373242,6.285394670417462e-08
340819,6.285394670417462e-08
497933,6.281401408238035e-08
336022,6.281401408238035e-08
203482,6.273414883879182e-08
386851,6.269421621699755e-08
15821,6.269421621699755e-08
15417,6.26542835952033e-08
326666,6.257441835161477e-08
398355,6.24146878644377e-08
526792,6.233482262084917e-08
470587,6.22948899990549e-08
198900,6.22948899990549e-08
415731,6.225495737726064e-08
475253,6.225495737726064e-08
253854,6.21750921336721e-08
399223,6.21750921336721e-08
445498,6.21750921336721e-08
438085,6.209522689008357e-08
502871,6.209522689008357e-08
417426,6.201536164649504e-08
453459,6.201536164649504e-08
438555,6.197542902470077e-08
189896,6.189556378111224e-08
8573,6.189556378111224e-08
4179,6.185563115931797e-08
348154,6.181569853752371e-08
354760,6.173583329393517e-08
281395,6.173583329393517e-08
508094,6.173583329393517e-08
405493,6.169590067214091e-08
13184,6.165596805034664e-08
223521,6.165596805034664e-08
474094,6.161603542855238e-08
195847,6.157610280675811e-08
480122,6.145630494137531e-08
445530,6.145630494137531e-08
497740,6.137643969778678e-08
316027,6.137643969778678e-08
468829,6.133650707599251e-08
15145,6.133650707599251e-08
217025,6.125664183240399e-08
401049,6.125664183240399e-08
365892,6.113684396702119e-08
451888,6.113684396702119e-08
252159,6.109691134522691e-08
467077,6.109691134522691e-08
515035,6.105697872343266e-08
214621,6.105697872343266e-08
377622,6.105697872343266e-08
310364,6.097711347984413e-08
243013,6.097711347984413e-08
451,6.093718085804986e-08
386219,6.089724823625559e-08
387719,6.085731561446133e-08
301144,6.085731561446133e-08
381573,6.081738299266706e-08
535243,6.077745037087279e-08
402118,6.077745037087279e-08
299028,6.073751774907853e-08
441593,6.073751774907853e-08
409281,6.073751774907853e-08
12418,6.069758512728426e-08
294499,6.069758512728426e-08
279221,6.061771988369573e-08
344891,6.061771988369573e-08
21348,6.057778726190146e-08
521294,6.057778726190146e-08
291792,6.05378546401072e-08
382368,6.05378546401072e-08
312131,6.05378546401072e-08
504837,6.05378546401072e-08
470655,6.045798939651866e-08
424036,6.04180567747244e-08
384538,6.04180567747244e-08
315721,6.037812415293013e-08
474800,6.037812415293013e-08
416580,6.037812415293013e-08
427260,6.033819153113587e-08
328349,6.02982589093416e-08
386712,6.025832628754733e-08
294019,6.025832628754733e-08
447114,6.013852842216453e-08
450425,6.009859580037027e-08
421718,6.009859580037027e-08
247883,6.0058663178576e-08
500861,5.997879793498747e-08
430973,5.99388653131932e-08
3583,5.989893269139895e-08
515567,5.989893269139895e-08
213161,5.989893269139895e-08
196086,5.989893269139895e-08
20417,5.989893269139895e-08
428191,5.989893269139895e-08
671508,5.989893269139895e-08
506392,5.985900006960467e-08
298464,5.985900006960467e-08
453903,5.981906744781042e-08
271526,5.981906744781042e-08
433590,5.981906744781042e-08
432563,5.977913482601615e-08
437886,5.973920220422187e-08
211159,5.973920220422187e-08
339857,5.973920220422187e-08
466715,5.969926958242762e-08
324395,5.965933696063335e-08
364032,5.961940433883908e-08
509221,5.961940433883908e-08
396338,5.961940433883908e-08
440080,5.957947171704482e-08
528914,5.953953909525055e-08
409379,5.949960647345628e-08
304503,5.945967385166202e-08
6097,5.9419741229867754e-08
406879,5.937980860807348e-08
10484,5.933987598627922e-08
450308,5.933987598627922e-08
385387,5.9299943364484954e-08
429384,5.926001074269069e-08
424658,5.926001074269069e-08
8637,5.926001074269069e-08
472435,5.922007812089642e-08
787704,5.9100280255513626e-08
9451,5.9100280255513626e-08
514680,5.9100280255513626e-08
272706,5.9060347633719355e-08
407903,5.9060347633719355e-08
500513,5.902041501192509e-08
484591,5.902041501192509e-08
204173,5.8980482390130826e-08
307971,5.894054976833656e-08
298789,5.894054976833656e-08
407171,5.894054976833656e-08
500710,5.890061714654229e-08
499859,5.882075190295376e-08
573993,5.874088665936523e-08
385793,5.874088665936523e-08
507710,5.874088665936523e-08
393467,5.874088665936523e-08
517280,5.870095403757096e-08
371670,5.86610214157767e-08
4513,5.86610214157767e-08
476687,5.86610214157767e-08
427631,5.8621088793982434e-08
256124,5.8621088793982434e-08
642075,5.85412235503939e-08
234286,5.8501290928599635e-08
498180,5.8501290928599635e-08
444424,5.8501290928599635e-08
243771,5.8381493063216835e-08
487070,5.8381493063216835e-08
377060,5.8301627819628306e-08
340526,5.818182995424551e-08
354529,5.810196471065697e-08
403065,5.806203208886271e-08
691626,5.798216684527418e-08
434406,5.794223422347991e-08
269321,5.794223422347991e-08
318473,5.794223422347991e-08
500134,5.7902301601685643e-08
501246,5.7902301601685643e-08
628100,5.786236897989138e-08
374958,5.7822436358097115e-08
426107,5.774257111450858e-08
508565,5.7702638492714315e-08
435204,5.7702638492714315e-08
508862,5.766270587092005e-08
253422,5.762277324912578e-08
786035,5.754290800553725e-08
423985,5.750297538374299e-08
399884,5.7463042761948716e-08
514036,5.742311014015445e-08
436075,5.742311014015445e-08
295427,5.742311014015445e-08
354647,5.738317751836019e-08
513483,5.738317751836019e-08
514665,5.734324489656592e-08
400377,5.734324489656592e-08
436119,5.734324489656592e-08
461424,5.734324489656592e-08
535129,5.730331227477165e-08
508427,5.730331227477165e-08
773499,5.726337965297739e-08
515002,5.726337965297739e-08
272572,5.7223447031183123e-08
352465,5.7223447031183123e-08
313592,5.7103649165800324e-08
470487,5.7103649165800324e-08
410543,5.706371654400606e-08
514904,5.706371654400606e-08
191069,5.706371654400606e-08
14619,5.6983851300417524e-08
513536,5.6983851300417524e-08
14340,5.694391867862326e-08
395765,5.6903986056828996e-08
426152,5.682412081324046e-08
528487,5.682412081324046e-08
274264,5.6784188191446196e-08
501809,5.6784188191446196e-08
407886,5.674425556965193e-08
464987,5.674425556965193e-08
424774,5.674425556965193e-08
284616,5.670432294785767e-08
397629,5.670432294785767e-08
349513,5.662445770426913e-08
508675,5.6544592460680603e-08
614523,5.650465983888633e-08
1325,5.650465983888633e-08
530034,5.646472721709207e-08
513512,5.646472721709207e-08
432518,5.646472721709207e-08
708340,5.6424794595297804e-08
423132,5.6424794595297804e-08
500462,5.638486197350354e-08
525590,5.638486197350354e-08
275486,5.638486197350354e-08
389066,5.6304996729915004e-08
15069,5.6304996729915004e-08
287173,5.626506410812074e-08
383106,5.626506410812074e-08
328903,5.626506410812074e-08
9700,5.6185198864532205e-08
484597,5.614526624273794e-08
295057,5.6105333620943676e-08
399855,5.6105333620943676e-08
430789,5.602546837735514e-08
531269,5.602546837735514e-08
306792,5.602546837735514e-08
468947,5.602546837735514e-08
353015,5.594560313376661e-08
14560,5.594560313376661e-08
385482,5.594560313376661e-08
440212,5.594560313376661e-08
447411,5.586573789017808e-08
427448,5.586573789017808e-08
392267,5.582580526838381e-08
509609,5.578587264658955e-08
518218,5.570600740300101e-08
14464,5.570600740300101e-08
515222,5.566607478120675e-08
449682,5.5626142159412484e-08
283402,5.5626142159412484e-08
613652,5.558620953761822e-08
460847,5.5546276915823956e-08
350129,5.5546276915823956e-08
415856,5.5546276915823956e-08
482044,5.5546276915823956e-08
235383,5.546641167223542e-08
237702,5.5426479050441156e-08
638017,5.5426479050441156e-08
246221,5.5426479050441156e-08
423359,5.538654642864689e-08
428431,5.5306681185058356e-08
404134,5.5306681185058356e-08
300880,5.5306681185058356e-08
469245,5.526674856326409e-08
440699,5.526674856326409e-08
367880,5.526674856326409e-08
378440,5.522681594146983e-08
452432,5.518688331967556e-08
406674,5.518688331967556e-08
435045,5.510701807608703e-08
768581,5.510701807608703e-08
513228,5.5067085454292764e-08
379652,5.4947287588909964e-08
632816,5.4947287588909964e-08
463776,5.49073549671157e-08
299853,5.486742234532143e-08
403156,5.486742234532143e-08
465639,5.4827489723527165e-08
514669,5.4827489723527165e-08
6023,5.4827489723527165e-08
401987,5.4827489723527165e-08
351217,5.4827489723527165e-08
15053,5.47875571017329e-08
192631,5.4747624479938636e-08
455635,5.4707691858144365e-08
444496,5.4707691858144365e-08
511102,5.46677592363501e-08
509436,5.458789399276157e-08
323021,5.458789399276157e-08
308318,5.45479613709673e-08
435572,5.45479613709673e-08
235888,5.45479613709673e-08
407769,5.450802874917304e-08
362092,5.438823088379024e-08
455975,5.438823088379024e-08
14958,5.434829826199597e-08
349340,5.434829826199597e-08
427386,5.430836564020171e-08
507508,5.430836564020171e-08
421576,5.430836564020171e-08
237778,5.4268433018407444e-08
253746,5.418856777481891e-08
434650,5.418856777481891e-08
382801,5.418856777481891e-08
450187,5.4148635153024645e-08
500151,5.4148635153024645e-08
290533,5.406876990943611e-08
440523,5.406876990943611e-08
466571,5.4028837287641845e-08
462664,5.398890466584758e-08
17510,5.3948972044053317e-08
3708,5.3948972044053317e-08
339655,5.3948972044053317e-08
380486,5.3909039422259046e-08
403698,5.3909039422259046e-08
419748,5.3909039422259046e-08
402978,5.386910680046478e-08
386264,5.386910680046478e-08
498447,5.378924155687625e-08
457283,5.378924155687625e-08
379899,5.378924155687625e-08
494470,5.374930893508198e-08
489791,5.370937631328772e-08
509717,5.370937631328772e-08
7732,5.370937631328772e-08
447323,5.370937631328772e-08
421484,5.366944369149345e-08
406908,5.366944369149345e-08
446581,5.366944369149345e-08
518973,5.362951106969919e-08
394023,5.358957844790492e-08
462591,5.3549645826110654e-08
509504,5.3469780582522125e-08
264612,5.3469780582522125e-08
310801,5.3429847960727854e-08
443520,5.3429847960727854e-08
508967,5.3429847960727854e-08
461283,5.338991533893359e-08
405070,5.338991533893359e-08
456585,5.3349982717139325e-08
459716,5.331005009534506e-08
449748,5.331005009534506e-08
508615,5.331005009534506e-08
417554,5.327011747355079e-08
396686,5.327011747355079e-08
513473,5.3230184851756526e-08
15792,5.319025222996226e-08
507805,5.319025222996226e-08
499566,5.319025222996226e-08
383807,5.3150319608168e-08
455370,5.3150319608168e-08
328806,5.3110386986373726e-08
234874,5.3110386986373726e-08
399883,5.307045436457946e-08
314617,5.307045436457946e-08
15830,5.307045436457946e-08
441129,5.307045436457946e-08
297617,5.307045436457946e-08
447304,5.299058912099093e-08
476853,5.295065649919666e-08
15126,5.29107238774024e-08
319874,5.2870791255608134e-08
9677,5.283085863381387e-08
421047,5.283085863381387e-08
475326,5.283085863381387e-08
384021,5.283085863381387e-08
252741,5.2750993390225334e-08
391857,5.271106076843107e-08
345936,5.271106076843107e-08
297910,5.271106076843107e-08
487783,5.2671128146636805e-08
388453,5.2671128146636805e-08
525739,5.2671128146636805e-08
455050,5.2631195524842534e-08
248602,5.2631195524842534e-08
330172,5.259126290304827e-08
372198,5.259126290304827e-08
428228,5.259126290304827e-08
243317,5.251139765945974e-08
301989,5.251139765945974e-08
641489,5.251139765945974e-08
431372,5.239159979407694e-08
420631,5.239159979407694e-08
345765,5.239159979407694e-08
234568,5.239159979407694e-08
306566,5.239159979407694e-08
834,5.235166717228268e-08
500124,5.235166717228268e-08
482984,5.2311734550488407e-08
360952,5.227180192869414e-08
7143,5.223186930689988e-08
435832,5.2191936685105614e-08
217834,5.2191936685105614e-08
475955,5.215200406331134e-08
500988,5.215200406331134e-08
434358,5.215200406331134e-08
8332,5.215200406331134e-08
308134,5.211207144151708e-08
316278,5.2072138819722814e-08
385411,5.2072138819722814e-08
219069,5.203220619792855e-08
315449,5.203220619792855e-08
431653,5.199227357613428e-08
422447,5.199227357613428e-08
469138,5.1952340954340014e-08
431629,5.1952340954340014e-08
695441,5.1952340954340014e-08
422513,5.1952340954340014e-08
11158,5.191240833254575e-08
9847,5.191240833254575e-08
501975,5.191240833254575e-08
508638,5.1872475710751486e-08
289783,5.1872475710751486e-08
428272,5.1872475710751486e-08
284408,5.1872475710751486e-08
432992,5.1872475710751486e-08
307387,5.1832543088957215e-08
395261,5.1832543088957215e-08
431089,5.1832543088957215e-08
321795,5.179261046716295e-08
493964,5.179261046716295e-08
335088,5.171274522357442e-08
296689,5.171274522357442e-08
372581,5.171274522357442e-08
192137,5.167281260178015e-08
505112,5.167281260178015e-08
455449,5.1632879979985887e-08
234327,5.159294735819162e-08
510029,5.159294735819162e-08
415225,5.159294735819162e-08
431836,5.155301473639736e-08
492249,5.151308211460309e-08
21114,5.147314949280882e-08
377554,5.143321687101456e-08
510034,5.143321687101456e-08
441206,5.1393284249220294e-08
308381,5.135335162742602e-08
428669,5.1273486383837494e-08
5787,5.1273486383837494e-08
13998,5.1273486383837494e-08
440666,5.123355376204323e-08
516679,5.1193621140248966e-08
421163,5.1193621140248966e-08
357587,5.1193621140248966e-08
444766,5.1153688518454695e-08
562450,5.1153688518454695e-08
393597,5.111375589666043e-08
457268,5.111375589666043e-08
269519,5.1073823274866166e-08
508650,5.1073823274866166e-08
296050,5.099395803127763e-08
511317,5.0954025409483367e-08
19266,5.0954025409483367e-08
5328,5.09140927876891e-08
266365,5.09140927876891e-08
436544,5.09140927876891e-08
409616,5.087416016589484e-08
279981,5.087416016589484e-08
414543,5.087416016589484e-08
458191,5.083422754410057e-08
401724,5.083422754410057e-08
432341,5.07942949223063e-08
427542,5.075436230051204e-08
484336,5.075436230051204e-08
343849,5.0714429678717774e-08
481970,5.0714429678717774e-08
245237,5.06744970569235e-08
377249,5.06744970569235e-08
423827,5.06744970569235e-08
237318,5.06744970569235e-08
375140,5.063456443512924e-08
307913,5.063456443512924e-08
290032,5.0594631813334975e-08
545478,5.055469919154071e-08
501430,5.051476656974644e-08
379818,5.0474833947952175e-08
191780,5.043490132615791e-08
333225,5.043490132615791e-08
502908,5.043490132615791e-08
316982,5.0394968704363646e-08
450057,5.0394968704363646e-08
435978,5.0355036082569375e-08
513633,5.031510346077511e-08
239933,5.031510346077511e-08
312486,5.023523821718658e-08
503535,5.023523821718658e-08
436806,5.019530559539231e-08
309565,5.015537297359805e-08
458737,5.015537297359805e-08
389654,5.015537297359805e-08
409931,5.011544035180378e-08
261598,5.011544035180378e-08
387383,5.011544035180378e-08
436566,5.007550773000952e-08
409517,5.003557510821525e-08
458862,5.003557510821525e-08
435920,4.995570986462672e-08
239395,4.9915777242832455e-08
1180,4.9915777242832455e-08
304032,4.9915777242832455e-08
626256,4.9915777242832455e-08
439146,4.9915777242832455e-08
383436,4.9795979377449655e-08
377731,4.9795979377449655e-08
513647,4.9795979377449655e-08
512873,4.9795979377449655e-08
509094,4.9795979377449655e-08
507376,4.975604675565539e-08
510055,4.971611413386112e-08
447623,4.9676181512066855e-08
398028,4.963624889027259e-08
517119,4.963624889027259e-08
421374,4.963624889027259e-08
512133,4.959631626847833e-08
501299,4.959631626847833e-08
379081,4.9556383646684056e-08
441102,4.951645102488979e-08
499191,4.951645102488979e-08
515216,4.943658578130126e-08
403084,4.939665315950699e-08
508616,4.939665315950699e-08
195803,4.939665315950699e-08
348773,4.939665315950699e-08
510068,4.935672053771273e-08
422263,4.931678791591846e-08
16099,4.931678791591846e-08
291971,4.931678791591846e-08
469089,4.92768552941242e-08
239,4.92768552941242e-08
17108,4.92768552941242e-08
502075,4.923692267232993e-08
406945,4.923692267232993e-08
15132,4.9196990050535664e-08
403160,4.9196990050535664e-08
399370,4.9196990050535664e-08
421227,4.9196990050535664e-08
10694,4.9117124806947135e-08
422663,4.9117124806947135e-08
252428,4.9117124806947135e-08
213396,4.9117124806947135e-08
333772,4.9077192185152864e-08
547327,4.9077192185152864e-08
470645,4.9077192185152864e-08
507509,4.90372595633586e-08
548381,4.90372595633586e-08
458629,4.895739431977007e-08
318181,4.895739431977007e-08
392407,4.895739431977007e-08
515320,4.8877529076181536e-08
15327,4.883759645438727e-08
426936,4.879766383259301e-08
443876,4.8757731210798736e-08
357545,4.8757731210798736e-08
261861,4.871779858900447e-08
508912,4.871779858900447e-08
13728,4.871779858900447e-08
781049,4.871779858900447e-08
436199,4.8637933345415943e-08
433375,4.8637933345415943e-08
380959,4.8637933345415943e-08
510022,4.8637933345415943e-08
254536,4.859800072362167e-08
509960,4.859800072362167e-08
465466,4.859800072362167e-08
293734,4.859800072362167e-08
435770,4.859800072362167e-08
385126,4.855806810182741e-08
406668,4.855806810182741e-08
6944,4.855806810182741e-08
14586,4.855806810182741e-08
352576,4.8518135480033144e-08
431113,4.8518135480033144e-08
240835,4.847820285823888e-08
508382,4.843827023644461e-08
499232,4.843827023644461e-08
246448,4.843827023644461e-08
427905,4.835840499285608e-08
656051,4.8318472371061816e-08
430403,4.8318472371061816e-08
502718,4.8278539749267545e-08
417708,4.8278539749267545e-08
278543,4.8278539749267545e-08
346906,4.8278539749267545e-08
513087,4.8278539749267545e-08
507503,4.8278539749267545e-08
269497,4.823860712747328e-08
482149,4.815874188388475e-08
462971,4.811880926209048e-08
385591,4.811880926209048e-08
511606,4.8078876640296216e-08
510260,4.803894401850195e-08
516505,4.803894401850195e-08
481552,4.803894401850195e-08
509851,4.803894401850195e-08
295169,4.803894401850195e-08
214569,4.799901139670769e-08
511190,4.799901139670769e-08
444649,4.795907877491342e-08
513129,4.795907877491342e-08
339190,4.795907877491342e-08
299215,4.791914615311915e-08
394789,4.791914615311915e-08
10956,4.791914615311915e-08
509791,4.791914615311915e-08
508353,4.787921353132489e-08
427268,4.7839280909530624e-08
380913,4.779934828773635e-08
382998,4.775941566594209e-08
496514,4.775941566594209e-08
488583,4.775941566594209e-08
294858,4.775941566594209e-08
226915,4.7719483044147824e-08
497257,4.7719483044147824e-08
5181,4.7719483044147824e-08
596708,4.763961780055929e-08
235308,4.763961780055929e-08
255046,4.763961780055929e-08
280661,4.763961780055929e-08
508745,4.755975255697076e-08
402000,4.755975255697076e-08
512002,4.755975255697076e-08
435694,4.7519819935176496e-08
284291,4.7519819935176496e-08
340217,4.7519819935176496e-08
479482,4.743995469158796e-08
448256,4.7400022069793696e-08
417851,4.736008944799943e-08
431,4.732015682620516e-08
440642,4.732015682620516e-08
508949,4.732015682620516e-08
500188,4.732015682620516e-08
500207,4.732015682620516e-08
456030,4.72802242044109e-08
434903,4.72802242044109e-08
517387,4.720035896082237e-08
515008,4.71604263390281e-08
803,4.712049371723383e-08
387373,4.708056109543957e-08
265189,4.7040628473645304e-08
249247,4.7040628473645304e-08
498463,4.7040628473645304e-08
773357,4.7040628473645304e-08
487297,4.700069585185104e-08
256248,4.700069585185104e-08
440292,4.700069585185104e-08
646093,4.696076323005677e-08
515440,4.696076323005677e-08
291302,4.6920830608262505e-08
327761,4.688089798646824e-08
386491,4.688089798646824e-08
270608,4.688089798646824e-08
502452,4.688089798646824e-08
406927,4.6840965364673976e-08
354088,4.6801032742879705e-08
557166,4.6801032742879705e-08
426316,4.6801032742879705e-08
421352,4.6801032742879705e-08
8949,4.676110012108544e-08
336403,4.6721167499291176e-08
535641,4.6721167499291176e-08
676776,4.6721167499291176e-08
499579,4.668123487749691e-08
508309,4.668123487749691e-08
480795,4.664130225570264e-08
390242,4.664130225570264e-08
427870,4.664130225570264e-08
426504,4.664130225570264e-08
501052,4.664130225570264e-08
254238,4.660136963390838e-08
261177,4.660136963390838e-08
389384,4.652150439031985e-08
476713,4.648157176852558e-08
400008,4.648157176852558e-08
421641,4.644163914673131e-08
447176,4.6361773903142784e-08
733365,4.6321841281348513e-08
4483,4.6321841281348513e-08
325018,4.6321841281348513e-08
448329,4.6321841281348513e-08
501366,4.6241976037759985e-08
420671,4.6241976037759985e-08
437079,4.620204341596572e-08
417780,4.620204341596572e-08
441404,4.620204341596572e-08
294151,4.620204341596572e-08
516585,4.616211079417145e-08
228149,4.616211079417145e-08
196648,4.6122178172377185e-08
534,4.6122178172377185e-08
381440,4.608224555058292e-08
399932,4.6042312928788656e-08
397294,4.6002380306994386e-08
14869,4.6002380306994386e-08
418782,4.6002380306994386e-08
528550,4.596244768520012e-08
354748,4.596244768520012e-08
447515,4.596244768520012e-08
374040,4.592251506340586e-08
488767,4.592251506340586e-08
430645,4.592251506340586e-08
462602,4.592251506340586e-08
376505,4.592251506340586e-08
503666,4.580271719802306e-08
244852,4.580271719802306e-08
430494,4.576278457622879e-08
420710,4.576278457622879e-08
439338,4.576278457622879e-08
438719,4.576278457622879e-08
381665,4.572285195443453e-08
525617,4.568291933264026e-08
237321,4.568291933264026e-08
277454,4.568291933264026e-08
400135,4.5642986710845993e-08
620844,4.5642986710845993e-08
193623,4.5642986710845993e-08
296978,4.560305408905173e-08
375451,4.560305408905173e-08
315225,4.560305408905173e-08
373972,4.5563121467257465e-08
311387,4.5563121467257465e-08
394641,4.5523188845463194e-08
542151,4.548325622366893e-08
439642,4.5443323601874665e-08
511843,4.54033909800804e-08
508788,4.54033909800804e-08
437559,4.54033909800804e-08
304336,4.536345835828613e-08
3017,4.536345835828613e-08
191637,4.5323525736491866e-08
417445,4.52835931146976e-08
456037,4.52835931146976e-08
14455,4.524366049290334e-08
449861,4.5203727871109066e-08
301312,4.5203727871109066e-08
431710,4.5203727871109066e-08
265799,4.5203727871109066e-08
359814,4.5203727871109066e-08
418547,4.51637952493148e-08
410690,4.51637952493148e-08
474233,4.51637952493148e-08
420123,4.51637952493148e-08
487633,4.51637952493148e-08
511105,4.512386262752054e-08
413352,4.512386262752054e-08
335954,4.512386262752054e-08
431436,4.512386262752054e-08
401296,4.508393000572627e-08
511343,4.508393000572627e-08
511181,4.508393000572627e-08
464761,4.5043997383932e-08
399428,4.5043997383932e-08
325289,4.500406476213774e-08
13893,4.4964132140343473e-08
5643,4.4964132140343473e-08
247653,4.492419951854921e-08
277529,4.492419951854921e-08
435221,4.488426689675494e-08
400425,4.488426689675494e-08
768795,4.488426689675494e-08
372614,4.488426689675494e-08
13336,4.4844334274960674e-08
390278,4.480440165316641e-08
444860,4.4764469031372145e-08
497334,4.4764469031372145e-08
169,4.4724536409577874e-08
487189,4.4724536409577874e-08
376582,4.468460378778361e-08
414259,4.4644671165989346e-08
435897,4.4644671165989346e-08
510107,4.460473854419508e-08
514721,4.456480592240081e-08
238899,4.456480592240081e-08
330087,4.4524873300606546e-08
398414,4.4524873300606546e-08
449488,4.4524873300606546e-08
340040,4.448494067881228e-08
342961,4.448494067881228e-08
252500,4.448494067881228e-08
512857,4.448494067881228e-08
533404,4.444500805701802e-08
513622,4.444500805701802e-08
354090,4.4405075435223746e-08
407112,4.436514281342948e-08
196950,4.436514281342948e-08
514766,4.436514281342948e-08
509144,4.436514281342948e-08
514959,4.432521019163522e-08
399875,4.432521019163522e-08
421622,4.432521019163522e-08
517379,4.4285277569840953e-08
514763,4.4285277569840953e-08
398975,4.4285277569840953e-08
511553,4.420541232625242e-08
380073,4.4165479704458154e-08
416982,4.412554708266389e-08
383508,4.412554708266389e-08
459861,4.408561446086962e-08
441570,4.408561446086962e-08
428041,4.4045681839075354e-08
521007,4.4045681839075354e-08
518013,4.400574921728109e-08
342348,4.400574921728109e-08
8968,4.3965816595486826e-08
410761,4.3965816595486826e-08
